_id_postulante,carrera_principal,area_profesional,nivel_educativo
693a5df5d9f5777815840003,Diplomado en Diseño Gráfico Digital,Arquitectura y Diseño,Diplomado
693abf4b9f77b75ce725a576,Ingeniería Empresarial,Ingeniería y Tecnología,Bachiller
693abf4b9f77b75ce725a576,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
693b55b96594fdd9ab4f1ca5,Bachiller en Educación Inicial,Ciencias Sociales y Humanidades,Bachiller
693b6e2d6594fdd9ab4f1db4,"Machine Learning, redes neuronales y sistemas fuzzy",Ingeniería y Tecnología,Certificado
693b6e2d6594fdd9ab4f1db4,Ingeniería Informática,Ingeniería y Tecnología,Estudiante
693b6e2d6594fdd9ab4f1db4,CCNAv7: Introduction to Networks,Otros,Certificado
693b6e2d6594fdd9ab4f1db4,CyberOps Associate,Otros,Certificado
693b6e2d6594fdd9ab4f1db4,IDCL Certificate: Computer essentials,Otros,Certificado
693c5f989b5b16da9a6a5b74,Ing. Mecatrónica,Ingeniería y Tecnología,Estudiante
693c747b9b5b16da9a6a5bee,Programa Profesional de Inversiones (PPI),Otros,
693c747b9b5b16da9a6a5bee,Finance Analyst,Economía y Finanzas,Certificado
693c747b9b5b16da9a6a5bee,BMC,Otros,Certificado
693c747b9b5b16da9a6a5bee,McKinsey Forward Program,Otros,Certificado
693c747b9b5b16da9a6a5bee,Estudiante de Economía,Economía y Finanzas,Estudiante
693c747b9b5b16da9a6a5bee,Modelización Financiera y Valorización de Empresas (MFVE),Otros,Certificado
6936dac65173f7b913ca66e8,Modelado BIM con Revit Estructuras,Otros,Certificado
6936dac65173f7b913ca66e8,Análisis y Diseño Estructural con Robot Structural Analisys,Arquitectura y Diseño,Certificado
6936dac65173f7b913ca66e8,BIM Edificaciones,Otros,Certificado
6936dac65173f7b913ca66e8,Excel Profesional,Otros,Certificado
694073dfc3a38b5aa2b79d6f,Administración de Empresas,Administración y Negocios,Bachiller
694073dfc3a38b5aa2b79d6f,Especialidad en Matemática e Informática,Ingeniería y Tecnología,Otros
694073dfc3a38b5aa2b79d6f,Ingeniería Industrial,Ingeniería y Tecnología,Estudiante
694073dfc3a38b5aa2b79d6f,Ingeniería Industrial,Ingeniería y Tecnología,Estudiante
694073dfc3a38b5aa2b79d6f,Especialidad en Matemática e Informática,Ingeniería y Tecnología,Otros
694073dfc3a38b5aa2b79d6f,Administración de Empresas,Administración y Negocios,Bachiller
69407bcdc3a38b5aa2b79dd8,Curso-taller: IA aplicada a la educación,Ciencias Sociales y Humanidades,Certificado
69407bcdc3a38b5aa2b79dd8,Curso: Uso estratégico de las TICS para el aprendizaje,Otros,Certificado
69407bcdc3a38b5aa2b79dd8,Administración,Administración y Negocios,Estudiante
6936fef5415ea2a4aa859b51,Ingeniería Civil,Ingeniería y Tecnología,Estudiante
6936fef5415ea2a4aa859b51,Sustainable Supply Chain Manage ment,Otros,Certificado
694351c39ca5116b82cd4dac,Programa Listos para el Éxito,Otros,Certificado
694351c39ca5116b82cd4dac,Impulsando Talento con valores,Otros,Certificado
694351c39ca5116b82cd4dac,Administración y Marketing,Administración y Negocios,Estudiante
6944bc9f46e6dbf30c4a2ddb,Ingeniería Civil,Ingeniería y Tecnología,Estudiante
6944bc9f46e6dbf30c4a2ddb,Modelamiento BIM en Revit,Otros,Certificado
69455941c8f58b252bb6baa7,Comunicación,Ciencias Sociales y Humanidades,Bachiller
69455941c8f58b252bb6baa7,Especialización en Gestión de Datos (Excel Avanzado y Power BI),Administración y Negocios,Certificado
6944b67d46e6dbf30c4a2dc7,Diseño y Desarrollo de Software,Ingeniería y Tecnología,Estudiante
69455ddfc8f58b252bb6bbbf,DISEÑO Y DESARROLLO DE SOFTWARE,Ingeniería y Tecnología,Estudiante
6945cddac8f58b252bb6c6ea,Fundamentos Básicos de Metrados en la Construcción,Otros,Certificado
6945cddac8f58b252bb6c6ea,Inducción SSOMA,Otros,Certificado
6945cddac8f58b252bb6c6ea,Gestión de Seguridad y Prevención de Riesgos,Administración y Negocios,Certificado
6945cddac8f58b252bb6c6ea,Gestión de Calidad de Proyectos de Construcción y Minería,Administración y Negocios,Certificado
6945cddac8f58b252bb6c6ea,Certificación en Autocad 3D,Otros,Certificado
6945cddac8f58b252bb6c6ea,Ingeniería Civil,Ingeniería y Tecnología,Estudiante
6945cddac8f58b252bb6c6ea,Microsoft Office,Otros,Certificado
6945cfecc8f58b252bb6c751,Finanzas personales,Economía y Finanzas,Certificado
6945cfecc8f58b252bb6c751,Excel intermedio,Otros,Certificado
6945cfecc8f58b252bb6c751,Administración de empresas,Administración y Negocios,Estudiante
6945cfecc8f58b252bb6c751,Gestión de proyectos,Administración y Negocios,Certificado
6945cfecc8f58b252bb6c751,Storytelling,Otros,Certificado
6945cfecc8f58b252bb6c751,Gestor en temas empresariales,Otros,Certificado
6945cfecc8f58b252bb6c751,Asistente contable,Otros,Certificado
6945cfecc8f58b252bb6c751,Administración 360°,Administración y Negocios,Certificado
6945fe73c8f58b252bb6c871,Ingeniería Industrial,Ingeniería y Tecnología,Bachiller
69470aae1bbcac95cc041ea4,Inglés Intermedio,Ciencias Sociales y Humanidades,Certificado
69470aae1bbcac95cc041ea4,Comunicación y Publicidad,Ciencias Sociales y Humanidades,Estudiante
6948b6d88761e6f5eeec3b38,Ciencias de la Comunicación,Ciencias Sociales y Humanidades,
6949fafdac5e8d48dc22de49,Scrum Master Certification,Otros,Certificado
6949fafdac5e8d48dc22de49,Ingeniería Mecatrónica,Ingeniería y Tecnología,Bachiller
6949fafdac5e8d48dc22de49,Gestión de Mantenimiento en Plantas de Producción,Administración y Negocios,Certificado
6949fafdac5e8d48dc22de49,Good with Words: Writing and Editing,Otros,Certificado
6949fafdac5e8d48dc22de49,Inglés Intermedio,Ciencias Sociales y Humanidades,Otros
6949fafdac5e8d48dc22de49,Graphic Design,Arquitectura y Diseño,Certificado
6949fafdac5e8d48dc22de49,Python for Everybody,Otros,Certificado
6949fafdac5e8d48dc22de49,Branding: The Creative Journey,Otros,Certificado
6949fafdac5e8d48dc22de49,Good with Words: Writing and Editing,Otros,Certificado
6949fafdac5e8d48dc22de49,Branding: The Creative Journey,Otros,Certificado
6949fafdac5e8d48dc22de49,Graphic Design,Arquitectura y Diseño,Certificado
6949fafdac5e8d48dc22de49,Ingeniería Mecatrónica,Ingeniería y Tecnología,Bachiller
6949fafdac5e8d48dc22de49,Scrum Master Certification,Otros,Certificado
6949fafdac5e8d48dc22de49,Python for Everybody,Otros,Certificado
6949fafdac5e8d48dc22de49,Inglés Intermedio,Ciencias Sociales y Humanidades,Certificado
6949fafdac5e8d48dc22de49,Gestión de Mantenimiento en Plantas de Producción,Administración y Negocios,Certificado
694ab52bbc9d706db2d175b9,Estudiante de Marketing y Administración,Administración y Negocios,Estudiante
694ab52bbc9d706db2d175b9,Participante del programa de fortalecimiento de habilidades blandas y competencias de empleabilidad,Otros,Certificado
694ab6e3bc9d706db2d17602,Taller de Inteligencia Comercial,Administración y Negocios,Certificado
694ab6e3bc9d706db2d17602,Taller de Manejo de Redes Sociales,Ingeniería y Tecnología,Certificado
694ab6e3bc9d706db2d17602,Adm. de Negocios Globales,Administración y Negocios,Bachiller
694ab6e3bc9d706db2d17602,Taller de Gestión de Importaciones,Administración y Negocios,Certificado
694ab6e3bc9d706db2d17602,Ingeniería de Sistemas,Ingeniería y Tecnología,Bachiller
694ae0c0bc9d706db2d17785,Cursos de Especialización,Otros,Certificado
694ae0c0bc9d706db2d17785,Big Data y Ciencia de Datos,Ingeniería y Tecnología,Estudiante
694ae0c0bc9d706db2d17785,Inglés,Ciencias Sociales y Humanidades,Certificado
68a33d71cbc08dafe3c275ee,Base de datos y Big data,Otros,Estudiante
68a33d71cbc08dafe3c275ee,Data Science,Ingeniería y Tecnología,Estudiante
68a33d71cbc08dafe3c275ee,Ingeniería de Requerimientos,Ingeniería y Tecnología,Estudiante
68a33d71cbc08dafe3c275ee,Building Talent,Otros,Certificado
68a33d71cbc08dafe3c275ee,Lenguajes de programación 1,Otros,Estudiante
68a33d71cbc08dafe3c275ee,Sistemas Operativos,Ingeniería y Tecnología,Estudiante
694ef220398d3d8864b30a81,Diseño Industrial,Ingeniería y Tecnología,Estudiante
694ef220398d3d8864b30a81,Inglés,Ciencias Sociales y Humanidades,Certificado
694ef220398d3d8864b30a81,Primeros Auxilios/Formación para paramédicos,Otros,Certificado
694cf100014ff65aa9b2d82f,Diseño Industrial,Ingeniería y Tecnología,Estudiante
687064070fa52b300df26e88,"Creation & Branding, Retail & Client Experience",Otros,Certificado
69521b87b62de677d6cfe64b,Psicología,Ciencias Sociales y Humanidades,Bachiller
69521b87b62de677d6cfe64b,Excel Avanzado,Otros,Certificado
69521b87b62de677d6cfe64b,Communication and Interpersonal Skills at Work,Otros,Certificado
69521b87b62de677d6cfe64b,Inteligencia Emocional para líderes,Otros,Certificado
69523254b62de677d6cfe742,Ingeniería Industrial,Ingeniería y Tecnología,Bachiller
69445f3bcc325298b98a9c77,Desarrollo de aplicaciones web,Otros,Otros
6944b67d46e6dbf30c4a2dc7,Certificado en Bootcamp “Tu Futuro Laboral con IA”,Otros,Certificado
6944b67d46e6dbf30c4a2dc7,Introducción a la Ciberseguridad,Otros,Certificado
6944b67d46e6dbf30c4a2dc7,Nivel básico de inglés,Ciencias Sociales y Humanidades,Certificado
6944b67d46e6dbf30c4a2dc7,Diseño y Desarrollo de Software,Ingeniería y Tecnología,Estudiante
6952ac4b7e578c78a708c358,NIVEL INTERMEDIO,Otros,Certificado
6952ac4b7e578c78a708c358,NIVEL BÁSICO,Otros,Certificado
6952ac4b7e578c78a708c358,EXCEL BÁSICO,Otros,Certificado
6952ac4b7e578c78a708c358,Ingeniería de Sistemas e Informática,Ingeniería y Tecnología,Bachiller
69523722b62de677d6cfe76c,Big Data y Ciencia de Datos,Ingeniería y Tecnología,Estudiante
695318f97e578c78a708c599,INGENIERÍA MECATRÓNICA,Ingeniería y Tecnología,Estudiante
695412b77284f013e8a39a0f,Ingeniera mecánica,Otros,Estudiante
695447a987ef27d0dcdfc6a6,Bachiller en Administración,Administración y Negocios,Bachiller
6954461f87ef27d0dcdfc5f1,Ingeniería de Sistemas Computacionales,Ingeniería y Tecnología,Estudiante
695412b77284f013e8a39a0f,Segundo puesto en la Escuela Profesional de Ingeniería Mecánica de la promoción 2024,Ingeniería y Tecnología,Diplomado
695412b77284f013e8a39a0f,SolidWorks Básico,Otros,Certificado
695412b77284f013e8a39a0f,AutoCAD Empresarial Básico,Otros,Certificado
69557973f83e2548204fd0b5,Programa de Inglés General - Nivel Avanzado,Ciencias Sociales y Humanidades,Certificado
69557973f83e2548204fd0b5,Bachiller en Ingeniería de Sistemas,Ingeniería y Tecnología,Bachiller
69555ec946c37038751db3f6,Técnico Software y sistemas,Ingeniería y Tecnología,Otros
69555ec946c37038751db3f6,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
6955f4e4f83e2548204fd2d1,Riesgo de Crédito y Operacional,Otros,Certificado
6955f4e4f83e2548204fd2d1,Administración y Finanzas,Administración y Negocios,Bachiller
6955f4e4f83e2548204fd2d1,"Herramientas de Gestión Empresarial (Project, Access)",Administración y Negocios,Certificado
6955f4e4f83e2548204fd2d1,Financial Markets,Otros,Certificado
6955f4e4f83e2548204fd2d1,Curso de Gestión de Riesgo conforme a la ISO 31000,Administración y Negocios,Certificado
6955f4e4f83e2548204fd2d1,Finanzas Corporativas,Economía y Finanzas,Certificado
6955f4e4f83e2548204fd2d1,Análisis Financiero Corporativo,Otros,Certificado
6955f4e4f83e2548204fd2d1,Inteligencia de Negocios,Administración y Negocios,Certificado
6957051d1fed33437856b942,Trade Marketing Manager,Administración y Negocios,Certificado
6957051d1fed33437856b942,Customer Analytics,Otros,Certificado
6957051d1fed33437856b942,Scrum Foundation Certificate (SFPC™),Otros,Certificado
6957051d1fed33437856b942,Gestión de Proyectos & Excel con Macros,Administración y Negocios,Certificado
6957051d1fed33437856b942,Ingeniería Industrial,Ingeniería y Tecnología,Estudiante
6957051d1fed33437856b942,Intercambio Académico,Otros,Otros
694ef220398d3d8864b30a81,Primeros Auxilios/Formación para paramédicos,Otros,Certificado
694ef220398d3d8864b30a81,Inglés,Ciencias Sociales y Humanidades,Certificado
694ef220398d3d8864b30a81,Diseño Industrial,Ingeniería y Tecnología,Estudiante
69574b445b9db25bd93a33db,Derecho,Ciencias Sociales y Humanidades,Estudiante
69023ec08d47789fe1bc10c4,Educación Secundaria,Ciencias Sociales y Humanidades,Estudiante
69023ec08d47789fe1bc10c4,Desarrollo Web Front End,Otros,Certificado
69023ec08d47789fe1bc10c4,Dominio Excel,Otros,Certificado
69023ec08d47789fe1bc10c4,"Master Java, Spring and Spring Boot, Spring Security, Spring AI, Docker and Microservices",Otros,Certificado
69457029c8f58b252bb6beb0,Licenciatura en psicología,Ciencias Sociales y Humanidades,Maestría
69457029c8f58b252bb6beb0,Maestría en Psicoterapia Cognitivo Conductual,Otros,Maestría
69589c449c1d6916d3782c98,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
69589c449c1d6916d3782c98,ING. Electrónica,Ingeniería y Tecnología,Estudiante
69589c449c1d6916d3782c98,Primaria,Otros,Otros
695952083de7d998d220c2e6,Ciencias da Computação,Otros,Otros
695952083de7d998d220c2e6,Ingeniería Informática,Ingeniería y Tecnología,Estudiante
695ad79a0b102a85dde7ebf5,Comunicación Social,Ciencias Sociales y Humanidades,Estudiante
6925bbbfd6eb1d7fdaea4696,Ingeniero Mecatrónico,Otros,Maestría
688b95110fec22c9dc3f9a07,INTRODUCCIÓN A LA CIENSA DE DATOS,Otros,Certificado
688b95110fec22c9dc3f9a07,EXCEL INTERMEDIO,Otros,Certificado
6917d23d998d66b34dac0801,Inglés,Ciencias Sociales y Humanidades,Certificado
6917d23d998d66b34dac0801,Metodología SCRUM,Otros,Certificado
6917d23d998d66b34dac0801,Bases de datos relacionales,Otros,Certificado
6917d23d998d66b34dac0801,Diseño y Desarrollo de Software,Ingeniería y Tecnología,Estudiante
6917d23d998d66b34dac0801,Python,Otros,Certificado
6917d23d998d66b34dac0801,JavaScript,Otros,Certificado
695dd48dff3486092e917335,Trabajo Social,Otros,Estudiante
695e50328865edd1f178b7b9,Gestión Financiera,Administración y Negocios,Certificado
695e773e7d5da2ec51eeb899,Técnico de selección,Otros,Certificado
695e773e7d5da2ec51eeb899,Máster en Inteligencia Artificial,Otros,Maestría
695e773e7d5da2ec51eeb899,Postgrado en Gestión del Talento en las Organizaciones,Administración y Negocios,Maestría
695e773e7d5da2ec51eeb899,"Habilitación para la docencia en grados A, B y C del Sistema de Formación Profesional",Otros,Certificado
695e773e7d5da2ec51eeb899,Grado en Psicología. Mención en Organizaciones,Ciencias Sociales y Humanidades,Bachiller
68747dde49fccafa69055174,Inglés,Ciencias Sociales y Humanidades,Certificado
68747dde49fccafa69055174,Administración y Marketing,Administración y Negocios,Estudiante
695e79857d5da2ec51eeb95d,Bachiller en curso,Otros,Bachiller
695e79857d5da2ec51eeb95d,Básico,Otros,Certificado
695e79857d5da2ec51eeb95d,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
695e79857d5da2ec51eeb95d,Educación Secundaria,Ciencias Sociales y Humanidades,Otros
688b95110fec22c9dc3f9a07,POWER BI,Otros,Certificado
695ff51e5d0287ba6cd358e2,Ingeniería de Sistemas e Informática,Ingeniería y Tecnología,Bachiller
695ff51e5d0287ba6cd358e2,Inglés C1 TOEFL,Ciencias Sociales y Humanidades,Certificado
695ff51e5d0287ba6cd358e2,Excel Avanzado,Otros,Certificado
695ff51e5d0287ba6cd358e2,Transformación de datos con Power Bi,Otros,Doctorado
695ff51e5d0287ba6cd358e2,Excel con Macros + IA,Otros,Certificado
69611bf8b045cb8f35aad24a,Ing de Software,Ingeniería y Tecnología,Bachiller
6933825789577a41820981e8,BIM aplicado a topografía y diseño de infraestructura vial,Arquitectura y Diseño,Certificado
6933825789577a41820981e8,Inglés Básico,Ciencias Sociales y Humanidades,Certificado
6933825789577a41820981e8,Introducción a Navisworks Manage,Otros,Certificado
6933825789577a41820981e8,Especialista modelador BIM en edificaciones,Otros,Certificado
6933825789577a41820981e8,Bachiller en Ingeniería Civil,Ingeniería y Tecnología,Bachiller
6933825789577a41820981e8,Planificación y control de proyectos BIM. LEAN,Otros,Certificado
6933825789577a41820981e8,Especialista modelador BIM MEP,Otros,Certificado
6933825789577a41820981e8,Introducción al modelado BIM con Revit Arquitectura,Arquitectura y Diseño,Certificado
6933825789577a41820981e8,"Programa de especialización modelador BIM (ARQUITECTURA, ESTRUCTURA Y MEP)",Arquitectura y Diseño,Certificado
6933825789577a41820981e8,Introducción al uso de BIM para la ejecución de obras,Otros,Certificado
6933825789577a41820981e8,Introducción a la metodología BIM,Otros,Certificado
6933825789577a41820981e8,Introducción a lean construction,Otros,Certificado
6933825789577a41820981e8,Curso intensivo instalaciones sanitarias con Revit MEP,Otros,Certificado
6933825789577a41820981e8,Especialista modelador BIM ARQUITECTURA,Arquitectura y Diseño,Certificado
6933825789577a41820981e8,Especialista modelador BIM ESTRUCTURAS,Otros,Certificado
69619f880a7c9484ab6a3f7c,II Coloquio internacional de derecho corporativo,Ciencias Sociales y Humanidades,Certificado
69619f880a7c9484ab6a3f7c,Ingles - Intermedio B2,Ciencias Sociales y Humanidades,Certificado
69619f880a7c9484ab6a3f7c,Bachiller en Administración y Negocios Internacionales,Administración y Negocios,Bachiller
69619f880a7c9484ab6a3f7c,Especialización en Tributación Aduanera,Otros,Certificado
69619f880a7c9484ab6a3f7c,Contrataciones del Estado,Otros,Diplomado
69619f880a7c9484ab6a3f7c,Microsoft Excel - Intermedio,Otros,Certificado
69619f880a7c9484ab6a3f7c,Power BI - Básico,Otros,Certificado
6875404449fccafa690552f7,Del propósito a la acción: Generando impacto en sostenibilidad,Otros,Certificado
68c1939317de33e9770fe6fc,Ingeniera Ambiental,Ingeniería y Tecnología,Certificado
687064070fa52b300df26e88,Ingeniería Empresarial,Ingeniería y Tecnología,Estudiante
68769e8f49fccafa6905579b,Diseño y desarrollo de Software,Ingeniería y Tecnología,Maestría
6875404449fccafa690552f7,Taller de Habilidades Blandas,Otros,Certificado
6875404449fccafa690552f7,NASA International Space Apps Challenge,Otros,Certificado
69656a79ad5add8bfef771c0,,,
6966e82d2a1422dcee256526,Ingeniería Ambiental,Ingeniería y Tecnología,Bachiller
6966e82d2a1422dcee256526,Bachiller Técnico Agropecuario – Producción Agropecuaria,Otros,Otros
6875404449fccafa690552f7,Beca de Excelencia Académica para Hijos de Docentes,Otros,Estudiante
69680e92e4a21cd5afefc9df,Herramientas Tecnológicas para la Gestión Educativa,Administración y Negocios,Certificado
69680e92e4a21cd5afefc9df,Ingeniería de Sistemas,Ingeniería y Tecnología,Estudiante
696821d6e4a21cd5afefcad7,Ingenieria de higiene y seguridad industrial,Ingeniería y Tecnología,Estudiante
687711a049fccafa69055cb8,Nivel básico metodología SCRUM,Otros,Certificado
687711a049fccafa69055cb8,Nivel básico de JavaScript,Otros,Certificado
687711a049fccafa69055cb8,Nivel intermedio en bases de datos relacionales,Otros,Certificado
687711a049fccafa69055cb8,Nivel básico en inglés,Ciencias Sociales y Humanidades,Certificado
687711a049fccafa69055cb8,Nivel Intermedio en Python,Otros,Certificado
687711a049fccafa69055cb8,Estudiante de 5to ciclo de Diseño y Desarrollo de Software,Ingeniería y Tecnología,Estudiante
69683cdbe4a21cd5afefcc73,Aspire Leaders Program,Otros,Certificado
69683cdbe4a21cd5afefcc73,Certificación de dominio del idioma inglés,Ciencias Sociales y Humanidades,Certificado
69683cdbe4a21cd5afefcc73,Estudios secundarios,Otros,Bachiller
69683cdbe4a21cd5afefcc73,Estudiante de Ingeniería Ambiental,Ingeniería y Tecnología,Estudiante
6958317d9c1d6916d3782984,Ingeniería Económica y de Negocios,Ingeniería y Tecnología,Estudiante
69544a8f87ef27d0dcdfc7a6,Ciencias de la Comunicación,Ciencias Sociales y Humanidades,Estudiante
6931c2dbbe3e8d01ca25d93c,Comunicación y Publicidad,Ciencias Sociales y Humanidades,Bachiller
696ab652e35d16d5fb0084dc,TECNOLOGÍA EN GESTIÓN DE TALENTO HUMANO,Ingeniería y Tecnología,Otros
696ab652e35d16d5fb0084dc,TECNOLOGÍA UNIVERSITARIA EN ADMINISTRACIÓN DE EMPRESAS,Ingeniería y Tecnología,Otros
696ab652e35d16d5fb0084dc,Asistencia de Nómina,Otros,Certificado
696ab652e35d16d5fb0084dc,Diplomado en nuevas tendencias de selección de personal,Otros,Diplomado
696ab652e35d16d5fb0084dc,Manejo de plataformas laborales,Otros,Certificado
696ab652e35d16d5fb0084dc,Microsoft Excel,Otros,Certificado
696ab652e35d16d5fb0084dc,Administración y atención al cliente,Administración y Negocios,Certificado
691e645537c596cf9b25b6e1,Ingeniería Ambiental,Ingeniería y Tecnología,Estudiante
691e645537c596cf9b25b6e1,Bachillerato en Ciencias,Otros,Bachiller
696baa5fe362fb5ef6f61c37,Ingeniería Económica,Ingeniería y Tecnología,Bachiller
696baa5fe362fb5ef6f61c37,Docente – Gestión Empresarial,Administración y Negocios,Otros
696baa5fe362fb5ef6f61c37,Docente – Práctica Preprofesional (Plan de Negocios),Administración y Negocios,Otros
696bb665e362fb5ef6f61ca4,Ingeniería Industrial,Ingeniería y Tecnología,Bachiller
696bf875e362fb5ef6f61f32,Operaciones básicas de programas de oficina,Otros,Certificado
696bf875e362fb5ef6f61f32,Bachiller Académico en Ciencias y Tecnología,Ingeniería y Tecnología,Bachiller
696bf875e362fb5ef6f61f32,Servicios auxiliares de contabilidad,Economía y Finanzas,Certificado
696c24957fbd9633ed4abb03,Educación Inicial,Ciencias Sociales y Humanidades,Otros
696d86299848a76fcf8b075c,IB Bachillerato Internacional (Aspiring student),Otros,Estudiante
696d8a119848a76fcf8b08b7,Ingeniería de Higiene y Seguridad Industrial,Ingeniería y Tecnología,Estudiante
696d8a539848a76fcf8b08e4,Curso de Microsoft Office Nivel intermedio,Otros,Certificado
696d8a539848a76fcf8b08e4,Programa de Especialización: Proyectos de Inversión Pública,Otros,Certificado
696d8a539848a76fcf8b08e4,Economía y Gestión Ambiental,Ingeniería y Tecnología,Estudiante
696d8a539848a76fcf8b08e4,Academia de Líderes 2023-2024,Otros,Certificado
696d8a539848a76fcf8b08e4,Curso Generación IA,Otros,Certificado
696d8a539848a76fcf8b08e4,Curso Desarrollo económico y social: políticas públicas y teorías contemporáneas,Otros,Certificado
696d8a539848a76fcf8b08e4,Campamento de liderazgo virtual,Otros,Certificado
696d8a539848a76fcf8b08e4,Power BI Intermedio,Otros,Certificado
696d8a539848a76fcf8b08e4,Curso Cambio Climático y biodiversidad: Oportunidades y desafíos para América Latina y el Caribe,Otros,Certificado
6955f4e4f83e2548204fd2d1,Valuation Trainee - Programa de valoración de empresas e inversiones,Otros,Certificado
696d86869848a76fcf8b079c,Ciencias Biológicas,Otros,Estudiante
696d85479848a76fcf8b06f3,Ingeniería Agroindustrial,Ingeniería y Tecnología,Bachiller
696d8cb99848a76fcf8b0ab0,Economía,Economía y Finanzas,Estudiante
696d8cb99848a76fcf8b0ab0,Aspire Leaders Program,Otros,Certificado
696d8cb99848a76fcf8b0ab0,Beca Permanencia,Otros,Certificado
68bb4c44b2f4c0b8f9ffc3e1,Ing en geociencias,Otros,Otros
696e9d2e7905d7b9e07a1312,INGENIERIA EN GEOCIENCIAS,Ingeniería y Tecnología,Otros
696eb9977905d7b9e07a1603,Ciencias,Otros,Bachiller
696eb9977905d7b9e07a1603,Ingeniería en Ciencias del Agua,Ingeniería y Tecnología,Estudiante
696ed6d77905d7b9e07a180c,Ingeniería Ambiental,Ingeniería y Tecnología,Bachiller
696ed6d77905d7b9e07a180c,Maestría en Gestión Pública,Administración y Negocios,Maestría
696acac9e35d16d5fb00872e,Ingeniería Informática,Ingeniería y Tecnología,Estudiante
696ee2e47905d7b9e07a18f0,Ingeniería de Higiene y Seguridad Industrial,Ingeniería y Tecnología,Bachiller
696eea0f7905d7b9e07a1983,Ingeniería de Higiene y Seguridad Industrial,Ingeniería y Tecnología,Bachiller
67dd934b4cf5ce7985897c67,Business Intelligence SQL SERVER 2022,Otros,Certificado
67dd934b4cf5ce7985897c67,Ofimatica Intermedia,Otros,Certificado
6970076e1d1db00684beeb38,Psicología,Ciencias Sociales y Humanidades,Bachiller
6970076e1d1db00684beeb38,Microsoft Office Intermedio,Otros,Certificado
696e6b007905d7b9e07a108d,Comunicación Social,Ciencias Sociales y Humanidades,Bachiller
69645a86b38dc5641671cb49,Nivel intermedio de Laravel,Otros,Certificado
69645a86b38dc5641671cb49,Nivel intermedio de JavaScript,Otros,Certificado
69645a86b38dc5641671cb49,Nivel básico de NextJS,Otros,Certificado
69645a86b38dc5641671cb49,Nivel básico de ReactJS,Otros,Certificado
69645a86b38dc5641671cb49,Nivel intermedio de CSS,Otros,Certificado
69645a86b38dc5641671cb49,Diseño y Desarrollo de Software,Ingeniería y Tecnología,Estudiante
69645a86b38dc5641671cb49,Nivel intermedio de SQL,Otros,Certificado
69645a86b38dc5641671cb49,Nivel básico de Tailwind CSS,Otros,Certificado
69645a86b38dc5641671cb49,Nivel básico de Express,Otros,Certificado
69645a86b38dc5641671cb49,Nivel básico de NestJS,Otros,Certificado
6971321ee4f81e18f9196b39,BACHILLER EN CIENCIAS,Otros,Bachiller
69715b16e4f81e18f9196d5e,Licenciatura,Otros,Estudiante
696c24957fbd9633ed4abb03,Literatura,Ciencias Sociales y Humanidades,Bachiller
696c24957fbd9633ed4abb03,Pedagogía en alianza con Unicef,Otros,Bachiller
696c24957fbd9633ed4abb03,Programa de formación en competencia lectora y convivencia con aportes de la Neuroeducación,Ciencias Sociales y Humanidades,Certificado
696c24957fbd9633ed4abb03,Programa de actualización docente en Conocimientos Pedagógicos y Disciplinares,Otros,Diplomado
696c24957fbd9633ed4abb03,Curso: Formación docente sobre diversidad e inclusión,Otros,Diplomado
691e270276226718a10f428d,SOLIDWORKS + IA,Otros,Certificado
691e270276226718a10f428d,MS PROJECT APLICADO A LA GESTIÓN DE PROYECTOS + IA,Administración y Negocios,Certificado
68c49a8f448bb540da2b0f13,Ingeniería de sistemas e informática,Ingeniería y Tecnología,Bachiller
696e80c77905d7b9e07a1190,Téncico en mecánica industrial,Ingeniería y Tecnología,
696d84be9848a76fcf8b06c4,Fundamentos de nutrición,Salud,Estudiante
696d84be9848a76fcf8b06c4,Educación Secundaria,Ciencias Sociales y Humanidades,Estudiante
69587d9a9c1d6916d3782bb7,Ing. de Sistemas Computacionales,Ingeniería y Tecnología,Estudiante
68c1e7ec17de33e9770fec82,Certificación,Otros,Certificado
68c1e7ec17de33e9770fec82,Bachiller,Otros,Bachiller
68c1e7ec17de33e9770fec82,Certificación,Otros,Certificado
696fb74a23a241e05d2cb295,Ingenieria en Ciencias del Agua,Ingeniería y Tecnología,Estudiante
690e3e3f419365a8bc16255c,Inglés Básico,Ciencias Sociales y Humanidades,Estudiante
690e3e3f419365a8bc16255c,"Inglés Básico, Intermedio y Avanzado",Ciencias Sociales y Humanidades,Certificado
690e3e3f419365a8bc16255c,Inglés Básico,Ciencias Sociales y Humanidades,Estudiante
690e3e3f419365a8bc16255c,Administración,Administración y Negocios,Estudiante
68b9099c4353aae1b19c844a,Administración y Marketing,Administración y Negocios,Bachiller
6973e447a63cbe62c2259228,Ingenieria en Ciencias del Agua,Ingeniería y Tecnología,Estudiante
6973f6a8a63cbe62c225945a,Executive MBA,Otros,Maestría
6973f6a8a63cbe62c225945a,Grado en Publicidad y Relaciones Públicas,Otros,Bachiller
6973f6a8a63cbe62c225945a,"Postgrado, Programa avanzado de habilidades y herramientas empresariales",Otros,Otros
